trait_Zodiac,token_id,trait_Nose,trait_Eyes,trait_Body,trait_Head,trait_Mouth,trait_Sign,trait_Matching Set,trait_Totem,rarity_score
Exwife,3150,Alex,Gentlemen,Hoodie,Cap,Chappy,Sign,-1,-1,124.34410897805829
Oldporn,2204,Smallpig,Stringed,Mario,Sailor,Teethy,Sign,-1,-1,124.3439363542458
Oldporn,4040,Sticked,Comix,Hairy,Babylon,Teethout,Sign,-1,-1,124.33556414360082
Iguana,5813,Beavis,Sleepy,Golden,Babylon,Rolling stone,Sign,-1,-1,124.32802358546827
Worm,3198,David,Wide,Hairy,Goblin,Orc,Sign,-1,-1,124.32533730995668
Overconsume,4449,Bull,Beaten,VDV,Buddha,Teethy,Sign,-1,-1,124.322767670205
Worm,4917,Teenager,Cry,Blooded,Beaten,Ugly,Sign,-1,-1,124.31967277594808
Nail,1204,Plagued,Stringed,Army,Babylon,Smile,Sign,-1,-1,124.31371646810075
Spider,1866,Ruffo,Out,Mario,Hugo,Smoke,Sign,-1,-1,124.30803610587927
Rottenbottle,5791,David,Fish,Haminguay,Nipple,Smoke,Sign,-1,-1,124.29859422796946
Spider,7670,Plagued,Pirato,VDV,Goblin,Chappy,Sign,-1,-1,124.29570742866024
Exwife,247,Plastered,Gentlemen,Hairy,Punk,Teethout,Sign,-1,-1,124.29563859461057
Cockroach,6554,Beavis,Feelings,Hoodie,Bold,Teethy,Sign,-1,-1,124.28424630196808
Exwife,3267,Rat,Fu,Leopard,Nipple,Wong,Sign,-1,-1,124.28051390349142
Iguana,62,Bigppig,Ping,Doctor,Nipple,Texas,Sign,-1,-1,124.27626280679713
Nail,4349,Alex,Stringed,Doctor,Beaten,Pierced,Sign,-1,-1,124.27261246563023
Cockroach,4308,Pierced,Out,Cuted,Punk,Chappy,Sign,-1,-1,124.27241816401904
Oldporn,3983,Booger,Stringed,Hooligan,Babylon,Disgust,Sign,-1,-1,124.27021043439181
Deadcop,7155,Bull,Pirato,Hoodie,Gman,Smile,Sign,-1,-1,124.26598562110793
Hoock,856,David,Comix,Hooligan,Hugo,Disgust,Sign,-1,-1,124.26074273926098
Oldporn,1914,David,Crybaby,Hoodie,Hugo,Chappy,Sign,-1,-1,124.25798932649194
Oldporn,2566,David,Out,Office,Nipple,Pierced,Sign,-1,-1,124.25651418136489
Exwife,7055,Devil,Stringed,Blooded,Sailor,Rolling stone,Sign,-1,-1,124.2527927411334
Mapcross,6928,Booger,Buddha,Army,Cap,Texas,Sign,-1,-1,124.24775071920159
Worm,5761,Rat,Ping,Mario,Beaten,Yakubovich,Sign,-1,-1,124.24015073690754
Overconsume,7156,Sticked,Feelings,Hairy,Nipple,Shark,Sign,-1,-1,124.22952855409504
Iguana,930,Devil,Lens,Leopard,Nipple,Smile,Sign,-1,-1,124.212655608157
Worm,6218,Booger,Buddha,Magnum,Malett,Yakubovich,Sign,-1,-1,124.21099646105641
Mapcross,835,Booger,Blacky,Magnum,Goblin,Ugly,Sign,-1,-1,124.20715290379086
Plastico,1450,Pinoccio,Wide,Golden,Beaten,Cortes,Sign,-1,-1,124.20207891353276
Poisoned,822,Alex,Gentlemen,Doctor,Goblin,Disgust,Sign,-1,-1,124.19651338928229
Spider,6148,Ruffo,Robo,VDV,Babylon,Wong,Sign,-1,-1,124.19548284421651
Iguana,3646,Pinoccio,Gentlemen,Army,Buddha,Disgust,Sign,-1,-1,124.19195761462932
Oldporn,7953,Vata,Cry,Magnum,Beaten,Teethy,Sign,-1,-1,124.19162867175544
Mapcross,2104,Bushes,Robo,Hooligan,Nipple,Teethy,Sign,-1,-1,124.15392348400185
Deadcop,5965,Sticked,Stringed,Hairy,Hugo,Smoke,Sign,-1,-1,124.1448183023126
Rottenbottle,3306,Booger,Stringed,Rotten,Sailor,Leo,Sign,-1,-1,124.13253713211641
Worm,3409,Vata,Feelings,Cuted,Beaten,Yakubovich,Sign,-1,-1,124.11178910784847
Overconsume,7685,Devil,Beaten,Golden,Nipple,Clown,Sign,-1,-1,124.10486052652199
Exwife,7612,Beavis,Pirato,Haminguay,Nipple,Lui,Sign,-1,-1,124.08449041396788
Hoock,2616,Plagued,Stringed,Armored,Sailor,Chappy,Sign,-1,-1,124.07822214192028
Worm,3603,Ruffo,Stringed,Doctor,Nipple,Shark,Sign,-1,-1,124.0677166994203
Exwife,4212,Plagued,Sleepy,Hoodie,Malett,Rolling stone,Sign,-1,-1,124.0606632140534
Rottenbottle,5703,Beavis,Rage,Magnum,Gman,Lui,Sign,-1,-1,124.05796575501233
Exwife,7812,Booger,Pirato,Golden,Malett,Leo,Sign,-1,-1,124.05369144966187
Nail,3671,David,Pirato,Cuted,Cap,Football,Sign,-1,-1,124.01697298542192
Rottenbottle,5777,Booger,Fish,Hairy,Babylon,Hellraiser,Sign,-1,-1,124.01156028979312
Rottenbottle,1511,Ruffo,Fish,Army,Gman,Wong,Sign,-1,-1,124.00919965562855
Worm,5199,Smallpig,Gentlemen,Cuted,Sailor,Shark,Sign,-1,-1,124.00544011982838
Nail,1297,Devil,Lens,Blooded,Buddha,Teethout,Sign,-1,-1,124.00337796084544
Deadcop,6830,Devil,Ping,Mario,Sailor,Smoke,Sign,-1,-1,123.9885442716163
Poisoned,1203,Smallpig,Kitty,Golden,Buddha,Teethout,Sign,-1,-1,123.98201777359564
Overconsume,4183,Devil,Crybaby,Hoodie,Cap,Teethout,Sign,-1,-1,123.97609590207945
Worm,6609,Plastered,Pirato,Mario,Beaten,Pierced,Sign,-1,-1,123.95326468971253
Halfburger,3397,Smallpig,Feelings,Hoodie,Can,Teethy,Sign,-1,-1,123.95116608968804
Deadcop,358,Beated,Ping,Blooded,Beaten,Poker,Sign,-1,-1,123.94848665808318
Exwife,4926,Bull,Stringed,Cuted,Goblin,Disgust,Sign,-1,-1,123.9432374175564
Therapist,7507,David,Buddha,Shirt,Gman,Chappy,Sign,-1,-1,123.93927041730292
Exwife,1683,Ruffo,Fish,Army,Beaten,Poker,Sign,-1,-1,123.93902823344261
Exwife,356,Devil,Buddha,Hairy,Cap,Shark,Sign,-1,-1,123.9274755432853
Overconsume,3732,Beavis,Fish,Magnum,Beaten,Teethy,Sign,-1,-1,123.91863117451491
Rottenbottle,5109,David,Out,Haminguay,Gman,Clown,Sign,-1,-1,123.91809560537293
Plastico,3341,Devil,Comix,Haminguay,Sailor,Rolling stone,Sign,-1,-1,123.88852825414465
Nail,3890,Sticked,Beaten,Haminguay,Beaten,Shark,Sign,-1,-1,123.86154185766286
Iguana,5173,Devil,Gentlemen,Army,Cap,Smoke,Sign,-1,-1,123.85832284077667
Oldporn,839,Devil,Kitty,Golden,Buddha,Pierced,Sign,-1,-1,123.85606651181843
Worm,2754,Plastered,Robo,Leopard,Hugo,Wong,Sign,-1,-1,123.85593012600113
Mapcross,3601,Plagued,Cry,Hoodie,Gman,Hellraiser,Sign,-1,-1,123.84945025882915
Deadcop,1752,Devil,Crybaby,Magnum,Bold,Teethy,Sign,-1,-1,123.8436764240048
Oldporn,3969,Pinoccio,Out,Mario,Sailor,Smoke,Sign,-1,-1,123.83691267116933
Spider,1372,Bigppig,Lens,Hairy,Goblin,Teethout,Sign,-1,-1,123.82761534982198
Hoock,5438,Pierced,Ping,Magnum,Malett,Yakubovich,Sign,-1,-1,123.81748074073668
Halfburger,5039,Pierced,Robo,Cuted,Gman,Yakubovich,Sign,-1,-1,123.81707676799064
Mapcross,1743,Teenager,Lens,Blooded,Gman,Leo,Sign,-1,-1,123.81422394265974
Deadcop,2504,Teenager,Fu,Hoodie,Babylon,Hellraiser,Sign,-1,-1,123.80650644920104
Overconsume,3642,Plaster,Rage,Hoodie,Beaten,Disgust,Sign,-1,-1,123.79325370792905
Halfburger,287,Pinoccio,Feelings,Hooligan,Can,Wong,Sign,-1,-1,123.7904360704174
Overconsume,1950,Plagued,Pirato,Mario,Hugo,Poker,Sign,-1,-1,123.78464517916869
Cockroach,6926,Bull,Buddha,Haminguay,Cap,Yakubovich,Sign,-1,-1,123.76916284311163
Cockroach,5305,Plastered,Coolglasses,Magnum,Nipple,Teethout,Sign,-1,-1,123.76698662017706
Hoock,7769,Devil,Out,Cuted,Buddha,Shark,Sign,-1,-1,123.74954079868498
Therapist,7393,Devil,Feelings,Hairy,Beaten,Orc,Sign,-1,-1,123.74502933314167
Therapist,1617,Plaster,Fu,Golden,Gman,Yakubovich,Sign,-1,-1,123.74278192560281
Worm,5716,Booger,Rage,Mario,Nipple,Leo,Sign,-1,-1,123.72891335541068
Iguana,657,Plastered,Rage,Cuted,Hugo,Texas,Sign,-1,-1,123.72494020145905
Deadcop,4553,Booger,Mutated,Haminguay,Beaten,Ugly,Sign,-1,-1,123.72401665554735
Worm,7148,Vata,Kitty,Hoodie,Nipple,Teethy,Sign,-1,-1,123.71996396915885
Iguana,6681,Rat,Sleepy,Hooligan,Buddha,Disgust,Sign,-1,-1,123.718689129841
Halfburger,2070,Smallpig,Fu,Magnum,Buddha,Leo,Sign,-1,-1,123.71519867631746
Cockroach,2163,Bull,Fu,Doctor,Bold,Leo,Sign,-1,-1,123.7118680052539
Poisoned,6567,Rat,Pirato,Hooligan,Gman,Chappy,Sign,-1,-1,123.69624877308134
Overconsume,6991,Plastered,Sleepy,Mario,Goblin,Smoke,Sign,-1,-1,123.69557826268971
Plastico,5513,Plastered,Comix,Hoodie,Buddha,Lui,Sign,-1,-1,123.67865543678458
Exwife,122,Pinoccio,Pirato,Magnum,Sailor,Football,Sign,-1,-1,123.67768351156906
Hoock,909,Booger,Fu,Army,Bold,Leo,Sign,-1,-1,123.6554975963145
Cockroach,4861,Ruffo,Buddha,Boobs,Hugo,Wong,Sign,-1,-1,123.65316125827148
Exwife,6417,Sticked,Out,Leopard,Sailor,Pierced,Sign,-1,-1,123.64731280373353
Iguana,4565,Booger,Stringed,Rotten,Beaten,Lui,Sign,-1,-1,123.638014089335
Iguana,7460,Plastered,Fish,Haminguay,Buddha,Teethy,Sign,-1,-1,123.63292202301976
Plastico,7733,Devil,Rage,Hairy,Cap,Pierced,Sign,-1,-1,123.62650894190809
Exwife,7836,Bushes,Cry,Magnum,Hugo,Poker,Sign,-1,-1,123.61802351793999
Deadcop,2528,Pierced,Lens,Rotten,Hugo,Teethout,Sign,-1,-1,123.60320583855237
Worm,7424,Booger,Kitty,Magnum,Gman,Texas,Sign,-1,-1,123.59641609306128
Therapist,4490,Devil,Cry,Army,Nipple,Chappy,Sign,-1,-1,123.58432883095819
Cockroach,4900,Pinoccio,Pirato,Armored,Gman,Leo,Sign,-1,-1,123.58355323490426
Poisoned,3381,Pierced,Kitty,VDV,Beaten,Rolling stone,Sign,-1,-1,123.57619885510245
Poisoned,2309,Plastered,Robo,Leopard,Hugo,Teethout,Sign,-1,-1,123.57292226429517
Deadcop,7617,Rat,Ping,Hooligan,Bold,Rolling stone,Sign,-1,-1,123.57171178628072
Plastico,4881,Smallpig,Stringed,Army,Gman,Leo,Sign,-1,-1,123.5671551700206
Nail,780,Pinoccio,Out,Magnum,Malett,Smoke,Sign,-1,-1,123.55449573719035
Poisoned,2399,Ruffo,Feelings,Hairy,Beaten,Scar,Sign,-1,-1,123.52831202383133
Overconsume,7219,Rat,Out,Shirt,Cap,Teethy,Sign,-1,-1,123.52350329988667
Hoock,4743,Booger,Cry,Armored,Gman,Ugly,Sign,-1,-1,123.52210039795447
Rottenbottle,7427,David,Pirato,Shirt,Hugo,Ugly,Sign,-1,-1,123.51674409798063
Hoock,5942,Plaster,Stringed,Army,Sailor,Chappy,Sign,-1,-1,123.49840996126255
Iguana,4119,Plagued,Crybaby,Hairy,Nipple,Teethout,Sign,-1,-1,123.48349964156024
Deadcop,2765,Rat,Stringed,Hoodie,Can,Teethy,Sign,-1,-1,123.45675966254804
Iguana,5242,Sticked,Comix,Hoodie,Cap,Lui,Sign,-1,-1,123.45346202966013
Poisoned,1262,Alex,Gentlemen,Cuted,Buddha,Lui,Sign,-1,-1,123.44672721544659
Exwife,7255,Plastered,Fu,Armored,Beaten,Disgust,Sign,-1,-1,123.43602623256108
Worm,6155,Smallpig,Out,Haminguay,Beaten,Scar,Sign,-1,-1,123.43470868286619
Spider,3776,Booger,Blacky,Doctor,Nipple,Lui,Sign,-1,-1,123.428971352783
Plastico,631,Beavis,Pirato,Magnum,Sailor,Wong,Sign,-1,-1,123.42637613829505
Worm,783,Booger,Feelings,Hoodie,Sailor,Scar,Sign,-1,-1,123.41608415763547
Hoock,1024,Bushes,Wide,Mario,Gman,Chappy,Sign,-1,-1,123.4053318275408
Oldporn,2093,Devil,Sleepy,Cuted,Nipple,Cortes,Sign,-1,-1,123.40301009411623
Plastico,1693,Booger,Pirato,Hoodie,Bold,Hellraiser,Sign,-1,-1,123.37925315233302
Worm,5856,Bull,Fu,Hooligan,Hugo,Teethout,Sign,-1,-1,123.37884370869064
Mapcross,1490,Plastered,Pirato,Magnum,Babylon,Smoke,Sign,-1,-1,123.37455676264918
Exwife,5710,Beavis,Wide,Armored,Hugo,Teethy,Sign,-1,-1,123.35372182482948
Iguana,6341,Beavis,Fish,Doctor,Beaten,Ugly,Sign,-1,-1,123.35053026876211
Hoock,6938,Plagued,Fu,Army,Bold,Teethy,Sign,-1,-1,123.35006367114237
Mapcross,6396,Devil,Wide,Doctor,Nipple,Chi,Sign,-1,-1,123.34842800506583
Plastico,1317,Bull,Out,Army,Sailor,Rolling stone,Sign,-1,-1,123.3472231507527
Poisoned,1631,Booger,Kitty,Mario,Sailor,Lui,Sign,-1,-1,123.33482017116924
Halfburger,1239,Pierced,Sleepy,Shirt,Cap,Teethout,Sign,-1,-1,123.3332723754218
Halfburger,6250,Pierced,Comix,Doctor,Can,Ugly,Sign,-1,-1,123.32731484966443
Exwife,2663,Rat,Wide,Doctor,Punk,Wong,Sign,-1,-1,123.31782257727825
Nail,1206,Booger,Crybaby,Doctor,Goblin,Leo,Sign,-1,-1,123.30998202930952
Poisoned,3076,Booger,Beaten,Hooligan,Malett,Teethout,Sign,-1,-1,123.3032694025827
Iguana,1927,Plastered,Pirato,Doctor,Malett,Poker,Sign,-1,-1,123.28666228424338
Cockroach,7286,Bigppig,Wide,Cuted,Goblin,Yakubovich,Sign,-1,-1,123.28314704667743
Worm,1343,Vata,Stringed,Doctor,Cap,Leo,Sign,-1,-1,123.27996405848288
Hoock,7223,Pierced,Buddha,Army,Bold,Rolling stone,Sign,-1,-1,123.27698336605717
Worm,6268,Alex,Sleepy,Golden,Bold,Chappy,Sign,-1,-1,123.273787833074
Spider,1976,Vata,Wide,Hooligan,Hugo,Pierced,Sign,-1,-1,123.27352145785706
Exwife,3292,Bushes,Out,Blooded,Nipple,Rolling stone,Sign,-1,-1,123.26837974860102
Oldporn,7389,Plaster,Kitty,Haminguay,Babylon,Wong,Sign,-1,-1,123.26464578777528
Overconsume,1567,Bigppig,Feelings,Hoodie,Sailor,Disgust,Sign,-1,-1,123.24428415165589
Rottenbottle,4413,Rat,Cyber,Magnum,Sailor,Chappy,Sign,-1,-1,123.24253339040449
Iguana,2799,Devil,Comix,Golden,Buddha,Poker,Sign,-1,-1,123.23705831960761
Halfburger,6677,David,Cry,Hairy,Beaten,Rolling stone,Sign,-1,-1,123.22023196163566
Overconsume,333,Plagued,Cyber,Doctor,Goblin,Wong,Sign,-1,-1,123.2140066530126
Poisoned,2141,Bigppig,Robo,Golden,Babylon,Ugly,Sign,-1,-1,123.21366617588028
Spider,1903,Beated,Sleepy,Golden,Babylon,Pierced,Sign,-1,-1,123.2129500878889
Exwife,267,Booger,Lens,Cuted,Malett,Hellraiser,Sign,-1,-1,123.19475132444782
Oldporn,277,Pierced,Buddha,Haminguay,Buddha,Yakubovich,Sign,-1,-1,123.17303611851545
Overconsume,2877,Booger,Buddha,Mario,Babylon,Pierced,Sign,-1,-1,123.16907521410982
Spider,6371,Pinoccio,Blacky,Magnum,Nipple,Wong,Sign,-1,-1,123.15219490686161
Therapist,742,Rat,Beaten,VDV,Can,Teethy,Sign,-1,-1,123.14197958016048
Plastico,1742,Teenager,Beaten,Blooded,Buddha,Ugly,Sign,-1,-1,123.13834555896901
Cockroach,2703,Plaster,Beaten,Magnum,Babylon,Smoke,Sign,-1,-1,123.13263521811095
Mapcross,2266,Bull,Sleepy,Mario,Beaten,Pierced,Sign,-1,-1,123.12388360603765
Poisoned,6091,Sticked,Pirato,Golden,Hugo,Yakubovich,Sign,-1,-1,123.11656620444117
Oldporn,320,Sticked,Ping,Leopard,Gman,Chappy,Sign,-1,-1,123.11277138893286
Cockroach,7862,Devil,Beaten,Magnum,Gman,Orc,Sign,-1,-1,123.1092456553531
Exwife,2555,Devil,Crybaby,Golden,Cap,Leo,Sign,-1,-1,123.1091990811806
Worm,2623,Devil,Beaten,Hooligan,Cap,Yakubovich,Sign,-1,-1,123.09544084945902
Cockroach,3259,Plagued,Stringed,Leopard,Sailor,Wong,Sign,-1,-1,123.09203434993604
Cockroach,378,Devil,Lens,Golden,Sailor,Shark,Sign,-1,-1,123.0858821641885
Cockroach,875,Teenager,Wide,Rotten,Cap,Wong,Sign,-1,-1,123.07196760438137
Exwife,82,Bushes,Sleepy,Armored,Cap,Poker,Sign,-1,-1,123.04905484523614
Hoock,6774,Pinoccio,Buddha,Haminguay,Malett,Disgust,Sign,-1,-1,123.03622287368997
Iguana,145,Pierced,Lens,Hoodie,Babylon,Rolling stone,Sign,-1,-1,123.02576286243162
Poisoned,7795,Beavis,Fu,Cuted,Nipple,Hellraiser,Sign,-1,-1,123.02357571498052
Overconsume,2275,Plaster,Stringed,Cuted,Beaten,Texas,Sign,-1,-1,123.01988957471339
Therapist,345,Bigppig,Ping,Hooligan,Gman,Smile,Sign,-1,-1,123.01413290848733
Deadcop,3226,Bushes,Gentlemen,Blooded,Gman,Hellraiser,Sign,-1,-1,122.99972637458941
Mapcross,7936,Pinoccio,Feelings,Rotten,Cap,Teethout,Sign,-1,-1,122.99582611959936
Therapist,4478,Sticked,Cry,VDV,Beaten,Teethout,Sign,-1,-1,122.99487802012236
Halfburger,2138,David,Rage,Doctor,Nipple,Texas,Sign,-1,-1,122.99419953213008
Hoock,2751,Rat,Kitty,Army,Cap,Teethout,Sign,-1,-1,122.9786514556382
Deadcop,4055,Pinoccio,Feelings,Mario,Babylon,Hellraiser,Sign,-1,-1,122.97675150817864
Exwife,6227,David,Cyber,Hairy,Nipple,Chappy,Sign,-1,-1,122.96694708598415
Oldporn,729,Beated,Ping,Hairy,Gman,Hellraiser,Sign,-1,-1,122.96264458033293
Spider,2838,Smallpig,Kitty,Magnum,Bold,Poker,Sign,-1,-1,122.95578737574333
Cockroach,7924,Bushes,Kitty,VDV,Nipple,Teethy,Sign,-1,-1,122.95307440246508
Therapist,4205,Booger,Fu,Leopard,Gman,Lui,Sign,-1,-1,122.95053355883464
Cockroach,2406,Beavis,Buddha,Hooligan,Sailor,Leo,Sign,-1,-1,122.93417700703074
Mapcross,4644,Bull,Fu,Golden,Goblin,Hellraiser,Sign,-1,-1,122.93403858462887
Worm,7968,Pinoccio,Out,Army,Beaten,Shark,Sign,-1,-1,122.92804700399917
Worm,6530,Beavis,Buddha,VDV,Hugo,Leo,Sign,-1,-1,122.92085481016821
Deadcop,1138,Sticked,Out,Boobs,Nipple,Poker,Sign,-1,-1,122.909784509821
Oldporn,1759,Pierced,Fish,Hairy,Goblin,Poker,Sign,-1,-1,122.88823291573605
Hoock,1455,Plaster,Feelings,VDV,Bold,Poker,Sign,-1,-1,122.87729086220735
Rottenbottle,7926,David,Lens,VDV,Babylon,Rolling stone,Sign,-1,-1,122.87289604283062
Spider,4522,Alex,Beaten,Haminguay,Nipple,Pierced,Sign,-1,-1,122.86847774827079
Cockroach,6307,Devil,Pirato,Army,Bold,Teethy,Sign,-1,-1,122.86566398959961
Cockroach,7113,Ruffo,Sleepy,Hooligan,Nipple,Shark,Sign,-1,-1,122.85424886568067
Exwife,4540,Ruffo,Fu,Leopard,Nipple,Teethy,Sign,-1,-1,122.85420634603435
Therapist,1076,Rat,Comix,Golden,Bold,Leo,Sign,-1,-1,122.84746076230034
Cockroach,1359,Pierced,Robo,Hooligan,Beaten,Disgust,Sign,-1,-1,122.83980660674338
Cockroach,4550,Plagued,Gentlemen,Armored,Cap,Disgust,Sign,-1,-1,122.83793980603438
Mapcross,1477,Pierced,Wide,Magnum,Goblin,Orc,Sign,-1,-1,122.82930116134375
Plastico,5715,Pierced,Beaten,Doctor,Gman,Scar,Sign,-1,-1,122.82417880407995
Deadcop,7774,Pierced,Feelings,Boobs,Beaten,Lui,Sign,-1,-1,122.81372907132582
Spider,5183,David,Comix,Doctor,Beaten,Texas,Sign,-1,-1,122.81257174150089
Oldporn,2626,Plastered,Stringed,Armored,Hugo,Pierced,Sign,-1,-1,122.80311832451305
Worm,299,Booger,Ping,Office,Gman,Teethy,Sign,-1,-1,122.8016695790063
Iguana,2135,Smallpig,Fish,Haminguay,Nipple,Lui,Sign,-1,-1,122.7952528567012
Nail,5673,David,Comix,Mario,Beaten,Wong,Sign,-1,-1,122.75998594341415
Hoock,106,Pinoccio,Out,Doctor,Hugo,Clown,Sign,-1,-1,122.758481927071
Hoock,6138,Bigppig,Out,VDV,Babylon,Lui,Sign,-1,-1,122.75150588074362
Cockroach,2418,Booger,Feelings,Leopard,Babylon,Leo,Sign,-1,-1,122.74784736173173
Hoock,60,Sticked,Comix,Army,Beaten,Wong,Sign,-1,-1,122.74070517499077
Iguana,5420,Plastered,Stringed,Magnum,Malett,Chappy,Sign,-1,-1,122.73565990113418
Cockroach,1026,Plagued,Lens,Mario,Cap,Lui,Sign,-1,-1,122.73540880440565
Oldporn,1186,Alex,Stringed,Hoodie,Nipple,Wong,Sign,-1,-1,122.71934507161492
Hoock,5640,Bushes,Beaten,Hoodie,Nipple,Yakubovich,Sign,-1,-1,122.70772774870119
Plastico,4013,Devil,Ping,Rotten,Sailor,Chappy,Sign,-1,-1,122.70633435950788
Poisoned,6437,Vata,Buddha,Golden,Nipple,Yakubovich,Sign,-1,-1,122.67434364812846
Plastico,4297,Bull,Wide,Haminguay,Malett,Teethy,Sign,-1,-1,122.67242020475734
Cockroach,370,Pierced,Lens,Armored,Sailor,Hellraiser,Sign,-1,-1,122.66734087549399
Hoock,1590,Smallpig,Buddha,VDV,Beaten,Yakubovich,Sign,-1,-1,122.66557707463087
Mapcross,4558,Bushes,Feelings,Cuted,Hugo,Smoke,Sign,-1,-1,122.65051836205814
Deadcop,5705,Beated,Pirato,Golden,Nipple,Lui,Sign,-1,-1,122.6430172982835
Halfburger,1333,Sticked,Lens,Blooded,Sailor,Leo,Sign,-1,-1,122.64161521342851
Deadcop,6873,Bull,Sleepy,Leopard,Beaten,Chappy,Sign,-1,-1,122.636589724859
Therapist,5854,Smallpig,Beaten,Cuted,Buddha,Rolling stone,Sign,-1,-1,122.63393174081925
Spider,1870,Vata,Pirato,Haminguay,Beaten,Teethout,Sign,-1,-1,122.63225751418663
Exwife,5832,David,Gentlemen,Armored,Beaten,Smoke,Sign,-1,-1,122.62262758133407
Oldporn,7844,Bushes,Buddha,Blooded,Bold,Ugly,Sign,-1,-1,122.6218240021473
Iguana,2814,Booger,Sleepy,Shirt,Gman,Leo,Sign,-1,-1,122.61826738321678
Therapist,4620,Bushes,Stringed,VDV,Gman,Lui,Sign,-1,-1,122.61128352700688
Worm,1254,Vata,Beaten,VDV,Beaten,Leo,Sign,-1,-1,122.60506731735717
Worm,2219,Plaster,Fu,Hoodie,Cap,Hellraiser,Sign,-1,-1,122.60430724693438
Spider,2649,Pierced,Buddha,Hooligan,Goblin,Yakubovich,Sign,-1,-1,122.60204805536489
Hoock,2096,Teenager,Fu,Doctor,Cap,Rolling stone,Sign,-1,-1,122.57288351563521
Rottenbottle,4895,Bushes,Stringed,Haminguay,Babylon,Leo,Sign,-1,-1,122.57100886327012
Plastico,4475,Plaster,Comix,Magnum,Hugo,Smile,Sign,-1,-1,122.56957342834411
Spider,3042,Smallpig,Comix,Magnum,Babylon,Wong,Sign,-1,-1,122.56889706522553
Exwife,940,Beated,Sleepy,Hooligan,Gman,Teethout,Sign,-1,-1,122.56401077913931
Mapcross,4534,Teenager,Ping,Shirt,Hugo,Ugly,Sign,-1,-1,122.54215781046985
Halfburger,4973,David,Rage,Armored,Nipple,Wong,Sign,-1,-1,122.53135862907925
Exwife,6032,Teenager,Cyber,Golden,Beaten,Teethout,Sign,-1,-1,122.52059443537006
Worm,6813,Bigppig,Lens,Haminguay,Beaten,Hellraiser,Sign,-1,-1,122.51409719855221
Iguana,1614,Devil,Pirato,Magnum,Gman,Smoke,Sign,-1,-1,122.51070819572102
Plastico,1133,Bull,Wide,Haminguay,Beaten,Football,Sign,-1,-1,122.50749886325976
Spider,2587,Plaster,Lens,Cuted,Hugo,Smoke,Sign,-1,-1,122.50397286488405
Halfburger,7539,Pierced,Comix,Army,Nipple,Leo,Sign,-1,-1,122.4950068045063
Exwife,5217,Teenager,Comix,VDV,Sailor,Ugly,Sign,-1,-1,122.49216256950744
Overconsume,6590,Plastered,Buddha,VDV,Babylon,Smoke,Sign,-1,-1,122.47796120878506
Exwife,2126,Booger,Kitty,Doctor,Babylon,Rolling stone,Sign,-1,-1,122.46248778827542
Iguana,4159,Smallpig,Stringed,Magnum,Goblin,Disgust,Sign,-1,-1,122.46003687859483
Rottenbottle,7268,Booger,Beaten,Doctor,Bold,Football,Sign,-1,-1,122.42797482074506
Deadcop,6653,Plaster,Robo,Hoodie,Hugo,Chappy,Sign,-1,-1,122.42349115866405
Cockroach,7680,Smallpig,Out,Doctor,Babylon,Texas,Sign,-1,-1,122.42063071548125
Poisoned,5049,Teenager,Cyber,Cuted,Nipple,Lui,Sign,-1,-1,122.42049222962804
Mapcross,2700,Alex,Gentlemen,Hoodie,Sailor,Hellraiser,Sign,-1,-1,122.41230638259667
Deadcop,97,Beavis,Pirato,Magnum,Hugo,Poker,Sign,-1,-1,122.40634953214776
Deadcop,3813,Sticked,Sleepy,Doctor,Malett,Rolling stone,Sign,-1,-1,122.40203304894884
Spider,3825,Alex,Ping,Golden,Buddha,Lui,Sign,-1,-1,122.3872182385423
Deadcop,5122,Ruffo,Pirato,Haminguay,Goblin,Pierced,Sign,-1,-1,122.3862948269719
Hoock,7839,Plaster,Gentlemen,Magnum,Hugo,Shark,Sign,-1,-1,122.3723902586638
Halfburger,4209,Pierced,Stringed,Doctor,Malett,Wong,Sign,-1,-1,122.35994207439204
Exwife,4368,Ruffo,Feelings,Armored,Goblin,Leo,Sign,-1,-1,122.31037369008168
Nail,6568,Devil,Comix,Blooded,Nipple,Poker,Sign,-1,-1,122.30492516159488
Plastico,3173,Bushes,Sleepy,Army,Sailor,Disgust,Sign,-1,-1,122.29913574718988
Rottenbottle,2453,Beated,Rage,Doctor,Sailor,Ugly,Sign,-1,-1,122.29736067776662
Hoock,4524,Sticked,Out,Boobs,Cap,Ugly,Sign,-1,-1,122.29263914677065
Overconsume,4941,Rat,Feelings,Magnum,Punk,Ugly,Sign,-1,-1,122.2802445231094
Therapist,3382,Plaster,Wide,Shirt,Nipple,Wong,Sign,-1,-1,122.26889782109134
Halfburger,5546,Devil,Cry,Doctor,Cap,Smile,Sign,-1,-1,122.25902990778431
Hoock,5464,Devil,Fish,Doctor,Bold,Poker,Sign,-1,-1,122.24988763050165
Overconsume,2482,Beavis,Sleepy,VDV,Hugo,Chappy,Sign,-1,-1,122.22644151558778
Poisoned,6604,Bull,Feelings,VDV,Nipple,Disgust,Sign,-1,-1,122.22640047203545
Spider,2459,Booger,Stringed,Armored,Sailor,Hellraiser,Sign,-1,-1,122.22241781705624
Cockroach,594,Sticked,Buddha,Army,Beaten,Smoke,Sign,-1,-1,122.2089197120475
